,D_NO_PRED,D_NO_TRUE,D_NO2_PRED,D_NO2_TRUE,D_PM10_PRED,D_PM10_TRUE,N_NO_PRED,N_NO_TRUE,N_NO2_PRED,N_NO2_TRUE,N_Ox_PRED,N_Ox_TRUE,N_O3_PRED,N_O3_TRUE,N_PM10_PRED,N_PM10_TRUE,O_NO_PRED,O_NO_TRUE,O_NO2_PRED,O_NO2_TRUE,O_PM10_PRED,O_PM10_TRUE,S_NO_PRED,S_NO_TRUE,S_NO2_PRED,S_NO2_TRUE,S_Ox_PRED,S_Ox_TRUE,S_O3_PRED,S_O3_TRUE,S_PM10_PRED,S_PM10_TRUE,W_NO_PRED,W_NO_TRUE,W_NO2_PRED,W_NO2_TRUE,W_PM10_PRED,W_PM10_TRUE
2020-01-13 00:00:00,93.83409074595293,65.44445,55.20344385711647,45.311913,40.30129697569227,29.861776000000003,26.35944755507859,8.119493499999999,37.801096420685575,31.482796,52.34205325625887,45.45236,10.110973826624996,13.969564000000002,30.304822794430805,22.639826,49.42686566056667,23.014874,43.341202467554645,34.984062,40.53403643139068,28.177256,81.74741813871638,54.2474,44.46045820300791,33.87135,54.07770404888621,41.5598485,7.339325249670175,7.6884985,47.41323938036396,35.389559999999996,42.73495448839507,25.686754,41.899336712549044,35.27165,34.97824165256664,27.042002
2020-01-14 00:00:00,134.93264701331597,165.15263000000002,66.87955098841535,64.23272,54.9934851624102,59.957397,39.23383339971305,61.924503,47.64751043037827,46.679157000000004,56.90514909838683,52.0475004,8.30935517577083,5.3683434000000005,35.52560974185461,37.097359999999995,66.22823407676664,83.52959,49.603037895423526,49.939552,46.86062041397514,60.127586,106.49531575051765,127.81336999999999,52.03561161706115,47.533073,63.02889638517354,50.238094,5.418955756082206,2.705021,58.53981434818004,58.096504,57.103390439074076,77.11545,51.87817487401958,49.082695,44.26742803783332,44.530025
2020-01-15 00:00:00,95.84641740091392,46.32136,53.27279038730364,45.042190000000005,49.38485123205128,47.552048,25.69238400033411,30.91313,39.32171701402682,43.128409999999995,51.82913541807626,48.175142,13.820453643020095,5.0467319999999996,44.67008207689417,48.595078,48.269813541633376,29.384047,46.01834391811085,45.211987,52.38698426361112,49.411846000000004,71.31448690579708,29.049090999999997,45.157936108284005,39.725452000000004,50.95826081379918,41.8076234,9.753403972189847,2.0821714,47.82404607198272,46.410090000000004,35.551753744814796,24.602058,40.855060240931365,40.71115,46.11726318596668,45.867252
2020-01-16 00:00:00,84.13809692106179,52.07292,52.0295633147526,47.643887,54.18821141358978,46.133423,20.893944110357705,39.726135,41.33858052194642,45.53435,53.5556606486971,49.89021260000001,14.345944591409873,4.3558626,46.36755960137605,50.397984,47.90091273786665,32.807194,46.58321140908474,46.518159999999995,52.61155710658549,49.627167,58.086104726293954,34.83014,46.43940842677516,41.629204,53.1299501884262,43.033390399999995,11.76582182205137,1.4041864,50.40549910057474,45.01843,29.13583738009258,34.125465000000005,41.42232625256303,43.983982,49.50480314233326,46.717754
2020-01-17 00:00:00,123.13992977554396,110.130104,71.72838767688104,60.84508,50.68849948184615,74.17872,41.156428466509425,93.93047,47.54483832407408,53.359676,57.617992645005316,57.721279700000004,11.041023092836058,4.361603700000001,34.21905180628897,65.55811,65.34926060715719,83.01111999999999,52.24136795771857,55.19347,49.55902249980339,88.252464,94.03294657463769,80.684494,53.71303484344185,51.28203,64.38896114069814,52.3579149,6.476425313295533,1.0758849,53.49858763448273,67.86798,54.59219455882716,84.53594,50.93163483480391,55.235966000000005,40.34767097483333,69.467384
2020-01-18 00:00:00,70.33770904007828,76.46363000000001,44.75954640209413,41.813423,39.14560337625642,37.085896000000005,19.818916844941047,34.17069,36.38847356548466,36.559204,47.67573686946893,41.0462965,11.794033250928493,4.4870925,35.77860688590787,39.151184,41.17970013430001,33.95169,39.76878460498635,36.855995,37.880894334339835,37.441143,46.53564715336438,41.04908,36.08968814383629,31.5618,46.5407467657354,34.5422995,9.933263072898493,2.9804995,38.601212584243314,37.129185,24.83254748910494,32.833645000000004,34.468422615882346,34.62852,36.23133269473331,37.460148
2020-01-19 00:00:00,53.56343454208008,30.362616,39.258983321388556,33.133945000000004,38.10144952964102,32.891125,20.317991645782236,11.853356,33.72463598207251,30.504265000000004,43.30059731070373,34.1442825,11.519287110509687,3.6400175000000004,36.779213862377105,37.87402,33.943649107799985,10.960961,34.098356262978136,31.220049,36.42545078974207,32.71983,34.124525687774344,12.508458000000001,32.34625553308678,28.141147999999998,40.88240710432301,29.7537015,11.189238122074563,1.6125535,36.87392104468388,32.359207,20.907195808660493,8.372795,32.21604322059522,28.318157,38.10546657206665,34.256607
2020-01-20 00:00:00,55.41649047362929,39.053665,46.31122523212617,34.47677,30.924105536153817,33.918079999999996,12.726636059697329,12.360483,30.712144433806174,25.969069,58.45449151635942,45.133067,23.548454664900326,19.163998,19.531751577159262,25.151657,25.394263921626678,14.021082,38.53180417390713,26.762945000000002,37.83918253415766,37.082996,40.769415937104405,19.600932999999998,37.97006036765284,26.045698,62.01026638777641,38.808543,17.470932700558897,12.762845,32.18127259669539,27.793915000000002,19.598540543018512,16.663006,31.672921678872562,27.810833000000002,23.010958317433314,29.851694000000002
2020-01-21 00:00:00,115.99289433990431,83.41369,66.75133287677703,55.060154000000004,42.71345929071793,34.08925,31.46592727861634,20.309145,43.04048413695822,37.52339,57.34614355146358,52.551542000000005,13.717612184573083,15.028151999999999,30.52397472975949,23.72257,62.14537978549994,34.241917,50.68450889856555,42.125793,45.83707106156742,35.116318,102.5385548395445,61.84936999999999,51.80296364536486,42.590571999999995,63.12247296096852,49.084888,7.68634817033709,6.494316,46.182610965948285,34.824387,46.6753217895679,28.642042,48.20657973622554,41.64163,35.48199396113332,24.856071
2020-01-22 00:00:00,99.02056335339428,121.594955,60.86966714500965,54.678368000000006,46.2582305823077,44.144993,25.53757187116744,32.26979,43.04016829751771,40.612656,54.741623082492644,48.277654999999996,12.761931164304867,7.664999000000001,34.84629281182038,33.295288,50.67746422413332,55.911274,46.131398847677595,45.539806,46.547920777660536,43.080104999999996,75.30166501801244,104.78808000000001,49.997407606311675,40.095203000000005,55.68198768483857,45.939728,10.27068316569549,5.844525,47.01526919649698,44.539326,36.98151659759259,57.579823,44.99667441459385,43.03463,38.852217020900014,36.589386
2020-01-23 00:00:00,67.44279517119229,103.54047,53.29736380028346,47.21304,56.435235914153836,45.298878,17.074337712692596,35.14995,42.759203492080374,34.287085999999995,55.759905395515716,40.9841375,17.021299613074117,6.6970515,42.99222859239925,36.1389,42.85332677003814,39.621371999999994,47.44741231290983,37.096806,52.62415476270563,33.154457,41.77163871661491,95.74146999999999,45.26009619876726,39.098682000000004,55.817818342962084,42.8696569,15.022972967255633,3.7709748999999997,49.40789541345788,45.29629,25.841179144827155,44.65713,43.31240961186275,36.919014000000004,49.87142632079997,38.234486
2020-01-24 00:00:00,104.12159706214099,106.416046,62.42788832908193,55.480959999999996,45.66318953825641,48.081577,33.10884841374605,43.89065,42.016515380338866,40.79714,56.4297708639355,47.761605,10.819697027224374,6.964465,36.36146362231375,39.485985,53.193908055833305,60.45007,46.37626294590164,47.581272,45.086365302398974,49.494167,83.52548620445137,78.135284,49.09013018648915,44.603905,58.06619186093623,49.007632,11.133102863854885,4.403727,47.6543360510057,46.871704,47.794297530722226,53.832516000000005,46.0381548319118,44.942345,38.79763797186666,41.672215
2020-01-25 00:00:00,117.36123003350734,69.03541,51.36647771393558,47.031765,56.2608684825641,39.35687,37.394952889976445,37.412098,40.95808154188337,39.313778000000006,51.886600570430204,42.977601,12.563835021825893,3.6638230000000003,47.5010358002795,40.083088000000004,72.45941048691672,24.99619,45.44314193237707,40.074753,57.798442331944436,37.468502,87.5301865456521,55.94566999999999,43.10512185586784,39.40177,51.971692075080725,41.1053735,9.909327509824685,1.7036035,53.12623001408047,39.363483,56.275594412716075,34.2147,39.864475382156876,39.593544,52.83925880086668,39.079547999999996
2020-01-26 00:00:00,77.19337911657969,62.67454,51.4571381763357,42.957996,44.67457039558976,50.889057,25.142659800066834,45.656246,40.91256541599687,39.78917,56.33835658156868,43.7762384,11.543822602969943,3.9870684,41.86941345340919,54.25156,40.515797530433346,32.101948,45.13764619570648,39.458003999999995,41.537076544760104,50.1022,54.48714081832299,35.724762,42.251318433974355,35.605682,58.01033599695117,37.000719,8.91479712564724,1.395037,44.16993804367819,47.168095,31.870633131820963,38.970528,43.225835425931336,38.047207,42.781336671266686,51.87729
2020-01-27 00:00:00,87.0487877502611,30.779144,44.32044740223088,30.404928,42.1743170814359,38.58186,25.778696236930045,24.069687,36.1833648964933,30.58833,51.08928830065921,34.50952120000001,12.044575204011148,3.9211912000000004,44.030916512523326,44.639507,47.20096410773334,18.978525,38.88348981831575,30.772139000000003,47.3572838238023,40.882298,85.45028804456527,21.00768,39.194262846893494,27.278229,50.055783436125125,28.6743284,10.749099029983586,1.3960993999999998,45.30559172221542,38.883106,43.00079058315741,20.128225,36.047585385294134,28.583115000000003,41.434548459766674,42.271008
2020-01-28 00:00:00,60.82122459590949,81.367165,49.873084174373645,42.009933000000004,40.12220110871793,49.81483,14.974091156125345,49.003975,37.25692636493301,36.562614,53.49990621548303,41.17514900000001,13.648922636862121,4.612535,34.54641289249805,51.99811,31.112740713228604,46.319088,39.83078928640709,38.221775,39.110815710953524,44.60261,31.087331984544512,47.140254999999996,36.942038141617346,31.170353000000002,53.96708412836561,32.5078602,10.992839520315165,1.3375072000000001,40.37383178466745,43.98079,21.984317850493838,48.139107,38.95926165245097,37.342556,36.772564610100005,45.900555
2020-01-29 00:00:00,79.24755731314188,73.97330500000001,57.3104370546485,51.116184000000004,29.1797855476923,38.088913,16.840750681399374,22.293894,34.61920427186761,32.482693,53.542622456693444,50.447123,17.85860732225751,17.96443,18.112695610547043,27.581055,45.98085021579999,28.407625,45.8607242751073,41.629913,28.732801052920298,36.286118,49.06528824296069,38.208767,45.597934306572306,38.66333,57.29797189117028,47.208877,13.40134572271428,8.545547000000001,30.68821116185,32.991904999999996,21.812187187956788,29.539565999999997,38.562432667205876,38.67508,21.61695811425001,31.45079
2020-01-30 00:00:00,85.55422270413403,51.40911,58.811408714028964,48.97617,31.657098304948697,29.816209999999998,12.77021391803853,15.150747,33.500956273207244,30.605596999999996,58.666364007503375,57.763415,23.14455984008146,27.157818,23.24601058035471,17.856417,41.06318088136667,21.812769,46.0720665349727,37.625595000000004,36.207733761304134,43.98653,48.58290786563146,31.349657,45.42493721341222,39.6866,60.79920575619454,54.587934,13.90287827107018,14.901334,31.24637072337163,30.583153000000003,21.47812994290122,15.73841,35.752775137107854,35.877773,24.71552646416669,23.807472
2020-01-31 00:00:00,94.30259366552902,95.06321,66.55815144616848,63.762283,42.64455977958976,42.587658000000005,17.62922086465803,13.9253435,41.78947596923339,38.893184999999995,61.1135153353407,60.407414,21.62636502942609,21.514229,27.777069995288684,20.82917,44.95286135860003,48.022890000000004,50.03149591359287,45.544388,45.205357441415295,66.03355,63.327021697545085,78.15349,51.86654056997046,48.233265,66.71420444058515,62.15620500000001,14.916834809889728,13.922939999999999,44.3599988736111,35.724514,34.320421012345655,25.941976999999998,47.53210598793418,45.032143,34.32519097393336,27.189608000000003
2020-02-01 00:00:00,122.1120992895561,157.53888,69.61094909486205,81.7962,45.89665146712825,78.77209,34.11447993126969,34.181385,44.88995889436563,51.844584999999995,64.28846666703035,63.80857500000001,19.586289238058622,11.963989999999999,28.634182058836984,34.723843,65.54780916668331,82.696365,52.48464922554644,58.1425,51.14211465021826,111.51089499999999,98.86508357608697,136.69814,55.74926233885611,65.05139,67.89487300514523,66.350522,11.334307679600256,1.299132,46.308718349425256,78.2257,57.24189290948144,61.332726,52.20158249230393,62.282963,36.007738707533285,58.881640000000004
2020-02-02 00:00:00,71.9919946443429,67.43241,55.740461006267665,50.157140000000005,34.334331178820534,34.722507,13.438375652260223,17.060509,32.70745655614657,33.023228,62.19508332844594,56.650086,30.590950721865227,23.626858,22.255615384239945,22.25546,38.677948911533306,29.632713,44.103453586133874,37.428528,40.34818331612557,38.133762,56.60278994756731,58.921116000000005,45.58696907465484,38.869587,66.51330663292973,52.229708,19.26536327410151,13.360121,37.91886783314173,39.122386999999996,26.95293077407408,28.07483,39.27293870584736,29.625465000000002,27.020563526900002,23.3673
2020-02-03 00:00:00,50.463793912445546,38.596767,44.3153622718004,44.930409999999995,33.051311103999986,27.965621999999996,12.822555541084903,4.346801999999999,30.130280630496493,25.90854,61.78999925368978,54.683421,29.483640601790608,28.774881,22.10853541781137,17.322796,22.73048285405001,13.417160999999998,36.460864869672115,28.766665999999997,36.53872429896645,31.58393,44.39729352122151,23.948671,41.052899378451706,31.997364,66.04149154630747,49.81732,21.38132530865289,17.819956,33.61231093405173,26.955793,22.319523003657412,8.654653999999999,34.15360963897059,32.128468,25.729038014833304,21.74961
2020-02-04 00:00:00,62.897736126631905,77.69355,54.36729666947779,49.0196,26.886843985025635,33.678905,11.236583083608503,14.157725,28.861891370007935,23.273962,62.204294368562365,59.602572,33.348088099024686,36.32861,14.614982345014942,12.620197000000001,30.937525410216672,24.269243,39.293188043784156,26.469309999999997,27.859626339357863,29.87787,32.84257086915116,51.63749,39.31145882071007,36.356358,66.27284673046815,58.396818,26.70289898109524,22.04046,25.221047256800777,30.778593,15.937108011666657,24.505213,34.074603115098085,29.846125,19.088771080066675,19.828156
2020-02-05 00:00:00,41.44704725948653,36.42549,36.62489277233256,43.30281,21.68200018895969,17.953108,4.881441605943064,1.3694791000000002,18.580231838270276,19.544056,61.75723555060936,65.756012,39.28603733463966,46.211956,14.161147500475229,9.313851,14.757177697333324,7.8321119999999995,24.928623604644812,21.486045999999998,20.58927024575938,20.234013,19.32553504061077,8.637146000000001,24.73067332756411,29.95392,67.85754860660212,63.41835,38.762190973143674,33.46443,19.22627878211207,12.627127999999999,9.172434052259254,4.6553035000000005,21.113508806281505,28.03262,15.521281143149997,12.097614
2020-02-06 00:00:00,29.004217475805035,20.350832,30.01895707132854,22.483686,20.606876818820503,14.465299,2.676973378844341,0.28839153,11.733346289538998,3.2584345,69.66712853157802,72.93615449999999,55.66811689168298,69.67772,9.775384500920328,5.8485336,9.691344773189043,3.573268,17.872955515505463,8.86542,16.93179056137121,11.327099,11.260891661625259,4.6551204,17.308018694575935,12.584035,72.17347578482644,68.54138499999999,49.3744655153759,55.95735,15.635151482471263,9.115947,6.831190035956789,1.0237195,13.262782590504903,8.167482000000001,11.990088956546666,8.500518
2020-02-07 00:00:00,51.51974886962577,50.990165999999995,47.35293526848406,51.255962,23.86501768887179,21.076427,4.2679905329853005,4.300557,23.232481623246656,22.290676,71.27189073780035,72.076436,50.26648638429798,49.785759999999996,14.36883928354733,13.931223999999998,25.861439726903367,20.849498999999998,35.55273876311473,31.826086,26.08879957560427,27.7183,23.91784558602484,32.621544,32.91282802795858,39.13163,77.16824329802253,72.12545,39.19879541465539,32.99382,21.71249585363985,22.854088,8.639886247570375,5.3491599999999995,27.388292078019607,27.484102000000004,15.259629962450004,12.928696
2020-02-08 00:00:00,81.30139630474325,74.71648,63.514763563618835,61.641212,38.80125602241026,36.006687,13.530542717786954,11.901342,39.04216626343575,39.173970000000004,68.07728067978297,59.877072,30.343686862266786,20.703101999999998,27.955363367852325,26.44507,39.33748539033339,34.301173999999996,46.69629705799182,40.383396000000005,43.656331444561346,42.278477,58.52559778333333,73.739235,49.035856922781086,50.618942,69.78473811037124,62.75753949999999,19.223880433904775,12.138597500000001,39.519342000526834,42.709885,28.614045868857993,22.08963,45.06552036446081,47.55574,32.781123111966636,30.957559999999997
2020-02-09 00:00:00,75.08134158899045,46.139416,59.120974734500784,52.081720000000004,42.77498706830769,30.385832,15.695274539021229,5.986669,39.113844553861306,33.796547,64.40804988762522,57.358662,24.125439577097477,23.562115,30.770538996560298,23.612871,38.15690441170003,16.288923,45.189921884221306,33.442986,47.665741969710716,33.338528000000004,59.731588234989594,47.800575,46.85230275867851,39.39472,68.17301508165859,53.352164,16.89593522256392,13.957444,44.56935240009579,33.368393,29.95805561944444,16.346745000000002,45.19641161622553,43.199417,35.9568373894333,27.661834999999996
2020-02-10 00:00:00,66.56237473583553,56.731476,55.74481779489299,50.928253000000005,43.96153276538464,38.6449,16.315311515652507,6.4293375,37.74889012561071,30.866339,60.78027339379759,53.469315,19.130856562204023,22.602976,30.30881278545484,29.120134000000004,32.82349985130002,17.172639999999998,45.54179442554648,34.71475,47.8502145936844,38.434917,61.43999692080744,44.02284,44.076886013609524,37.009842,65.32217885891846,49.218819,14.817706344430668,12.208977,47.136225618007664,39.83032,32.630111285469155,18.13755,43.57707156132356,41.870470000000005,37.47565568793331,33.764175
2020-02-11 00:00:00,38.87773856412093,14.031870999999999,35.87662594765239,28.769817,21.04112610287181,23.064837,6.827082908873433,1.3514894,17.52346509042554,23.547586,68.83305439712899,72.04038,52.399152027385874,48.492794,12.81964840039031,17.059683,21.12654905179667,11.305803,28.5243240672131,30.44537,22.953120457978894,36.71901,23.91237505250519,11.399305,27.386403683234715,35.84605,71.09746793244548,70.275238,43.73343682137843,34.429188,19.668513185392722,28.684997999999997,8.835191921364203,0.46287158,16.915307356176477,14.825335,12.388082232019991,17.628782
2020-02-12 00:00:00,34.61162570979115,21.699747,35.66357225252963,30.889546999999997,17.46674880687179,24.191023,3.7805245936474074,0.39104667,14.929325649696592,10.43587,71.42173280135414,75.71719999999998,54.85495660390972,65.28133000000001,9.424245523607821,9.780869500000001,12.250960746749989,3.2562252999999997,21.418203807855175,13.959276000000001,14.935317636688675,15.540195,13.762373838198762,10.913198,22.154420756656798,20.402655,74.04893212421307,73.362933,47.481092923322876,52.960278,13.864253624616856,14.326538000000001,6.053752612907407,1.0423657,16.33269874392857,16.458609,9.766160762135717,11.096179
2020-02-13 00:00:00,50.840621045039185,75.042946,48.21796962927199,56.620290000000004,26.497042697230764,31.51158,5.459599644424522,6.7164035,24.0204294719464,30.676392,71.63582457224122,72.719414,47.123919423272824,42.043022,15.331062400084347,12.999531,26.456782330356702,32.00789,35.03591845389344,39.632793,25.677210803178212,32.121803,22.99126764336438,57.22231,32.97007316928006,43.484386,75.17002389891039,76.356086,39.020539219906,32.8717,23.075047903113045,30.245178000000003,9.259397646185189,9.887016000000001,27.461640961631662,32.857113,20.78721507606667,15.395636999999999
2020-02-14 00:00:00,86.87508625783298,74.93087,64.80185566568962,65.320435,40.866644116153864,38.898586,18.425475577539327,8.988026,41.03227130445231,39.01847,65.72202574472708,62.98751600000001,24.75719943224971,23.969046,28.322642974130048,24.199173000000002,43.184519769666665,18.454107,48.75986305792349,40.390465,46.78496010212595,33.92201,55.77924446304348,53.76404599999999,50.44765901602572,47.765987,70.28713269033496,62.601558,17.49839742008146,14.835571,42.394631801867824,37.450115000000004,34.16484905753086,17.35237,47.17919070612746,49.79893,35.607319502399974,28.682122999999997
2020-02-15 00:00:00,49.42888770661448,59.650130000000004,47.36375755621948,57.825134,25.316980315102565,32.04172,5.9603905998494495,5.9108167,22.63849799003152,27.7297,70.6128434856279,66.682154,45.92717938405294,38.952453999999996,15.97863944155982,18.8857,19.20604411566429,24.872239999999998,31.981761539275958,32.909966,25.833888852634296,32.20245,18.99145896185299,31.331004999999998,32.21081152381655,39.783046999999996,73.48236365843421,67.03760700000001,39.27035409603131,27.254559999999998,22.639615096599606,30.222746,10.088583859351862,17.511717,28.843709868529384,39.933323,18.943909388066682,25.201126000000002
2020-02-16 00:00:00,72.1977489432985,37.284245,56.21081244906966,52.741905,32.34712588399997,22.216406,10.580276576652908,2.625223,33.72106958715527,27.149465999999997,65.49787712001104,62.13510599999999,30.175289585171743,34.985640000000004,21.255648245224826,16.01414,36.437528750350005,10.111805,43.29277645129782,31.602247,36.3925484786111,24.029505,53.98794331325049,26.675938000000002,44.48659866602562,39.634567,69.69154351049224,61.05702,21.202416321258152,21.422453,32.192655023515314,27.029083,27.759147107777782,7.334166000000001,39.966272568872604,40.745056,27.525320772333327,19.665121
2020-02-17 00:00:00,68.22626517114881,35.922424,54.667104919244395,45.17747,36.73058564405129,24.9607,12.88787733670203,4.272256,35.506947176241155,23.53652,62.20279368822955,54.724129000000005,21.2185363703547,31.187609000000002,25.81276510452494,19.767797,31.22077960116669,9.381383999999999,43.838485445013674,28.581740000000003,42.98108734667028,27.155866999999997,63.5953622641822,31.281902000000002,44.41947816597638,33.986855,65.8910849198749,50.541434,15.605357694469514,16.554579,40.13514564760537,28.295847,31.722805747827174,10.984444,42.57054815181371,36.538837,31.434657640733313,23.547712
2020-02-18 00:00:00,86.80155074525669,87.02351,63.003140554905336,59.5616,40.08087735338462,47.95241,13.417219899241354,13.886919,38.94174447836885,33.405018,66.59807560762052,53.237476,27.183423236782776,19.832458,27.070445741493174,28.295668,41.89235655353338,29.737213,48.40567888326501,38.831955,48.4700783580739,40.14624,59.85546233985509,73.08749399999999,50.422954019970426,44.727955,70.55276871866425,60.103641,19.44801463015331,15.375685999999998,40.6779184019636,44.343914,32.028464184417984,30.858978000000004,44.44057313142158,46.152966,34.028611391733314,35.40562
